Id,Label,PageRank,Betweenness
"E-MEX HOME FUNDING LIMITED","E-MEX HOME FUNDING LIMITED",1.86691552373688e-05,0
"NATIONWIDE TRUST LIMITED","NATIONWIDE TRUST LIMITED",1.86691552373688e-05,0
"NLF1 LIMITED","NLF1 LIMITED",1.86691552373688e-05,0
"ARGOT PROPERTIES LIMITED","ARGOT PROPERTIES LIMITED",1.86691552373688e-05,0
"U C B HOME LOANS CORPORATION LIMITED","U C B HOME LOANS CORPORATION LIMITED",1.86691552373688e-05,0
"NATIONWIDE HOME LOANS LIMITED","NATIONWIDE HOME LOANS LIMITED",1.86691552373688e-05,0
"MORTGAGE BRAIN HOLDINGS LIMITED","MORTGAGE BRAIN HOLDINGS LIMITED",1.86691552373688e-05,0
"QUEENSWAY ESTATES (STEVENAGE) LIMITED","QUEENSWAY ESTATES (STEVENAGE) LIMITED",1.86691552373688e-05,0
"10X BANKING TECHNOLOGY HOLDINGS LIMITED","10X BANKING TECHNOLOGY HOLDINGS LIMITED",1.86691552373688e-05,0
"KBC GROEP NV/ KBC GROUPE SA","KBC GROEP NV/ KBC GROUPE SA",0.000153569550413793,9
"DISCAI","DISCAI",1.86691552373688e-05,0
"KBC GLOBAL SERVICES","KBC GLOBAL SERVICES",1.86691552373688e-05,0
"KBC VERZEKERINGEN","KBC VERZEKERINGEN",1.86691552373688e-05,0
"LOAN INVEST","LOAN INVEST",1.86691552373688e-05,0
"APPLIED MATHS INC","APPLIED MATHS INC",1.86691552373688e-05,0
"ENTREMATIC HPD NORTH AMERICA INC.","ENTREMATIC HPD NORTH AMERICA INC.",1.86691552373688e-05,0
"KBC SECURITIES USA, INC.","KBC SECURITIES USA, INC.",1.86691552373688e-05,0
"EXPERIENCE@WORK","EXPERIENCE@WORK",1.86691552373688e-05,0
"DOCCLE","DOCCLE",1.86691552373688e-05,0
"AI NOMINEES (UK) ONE LIMITED","AI NOMINEES (UK) ONE LIMITED",1.86691552373688e-05,0
"AI NOMINEES (UK) TWO LIMITED","AI NOMINEES (UK) TWO LIMITED",1.86691552373688e-05,0
"ASSETFINANCE DECEMBER (P) LIMITED","ASSETFINANCE DECEMBER (P) LIMITED",1.86691552373688e-05,0
"CHARTERHOUSE PENSIONS LIMITED","CHARTERHOUSE PENSIONS LIMITED",1.86691552373688e-05,0
"COIF NOMINEES (UK) TWO LIMITED","COIF NOMINEES (UK) TWO LIMITED",1.86691552373688e-05,0
"EQUATOR HOLDINGS LIMITED","EQUATOR HOLDINGS LIMITED",1.86691552373688e-05,0
"HSBC (BGF) INVESTMENTS LIMITED","HSBC (BGF) INVESTMENTS LIMITED",1.86691552373688e-05,0
"HSBC ASSET FINANCE M.O.G. HOLDINGS (UK) LIMITED","HSBC ASSET FINANCE M.O.G. HOLDINGS (UK) LIMITED",1.86691552373688e-05,0
"HSBC ASSET MANAGEMENT (EUROPE) LIMITED","HSBC ASSET MANAGEMENT (EUROPE) LIMITED",1.86691552373688e-05,0
"HSBC ASSET MANAGEMENT CO., LTD.","HSBC ASSET MANAGEMENT CO., LTD.",1.86691552373688e-05,0
"HSBC BANK (GENERAL PARTNER) LIMITED","HSBC BANK (GENERAL PARTNER) LIMITED",1.86691552373688e-05,0
"HSBC BANK (VIETNAM) LTD","HSBC BANK (VIETNAM) LTD",1.86691552373688e-05,0
"HSBC BANK AUSTRALIA LIMITED","HSBC BANK AUSTRALIA LIMITED",1.86691552373688e-05,0
"HSBC BANK BERMUDA LIMITED","HSBC BANK BERMUDA LIMITED",1.86691552373688e-05,0
"HSBC BANK MALAYSIA BERHAD","HSBC BANK MALAYSIA BERHAD",1.86691552373688e-05,0
"HSBC BANK MIDDLE EAST LIMITED","HSBC BANK MIDDLE EAST LIMITED",1.86691552373688e-05,0
"HSBC BANK PENSION TRUST (UK) LIMITED","HSBC BANK PENSION TRUST (UK) LIMITED",1.86691552373688e-05,0
"HSBC CLIENT HOLDINGS NOMINEE (UK) LIMITED","HSBC CLIENT HOLDINGS NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC CLIENT NOMINEE (JERSEY) LIMITED","HSBC CLIENT NOMINEE (JERSEY) LIMITED",1.86691552373688e-05,0
"HSBC CORPORATE TRUSTEE COMPANY (UK) LIMITED","HSBC CORPORATE TRUSTEE COMPANY (UK) LIMITED",1.86691552373688e-05,0
"HSBC EQUITY (UK) LIMITED","HSBC EQUITY (UK) LIMITED",1.86691552373688e-05,0
"HSBC GLOBAL CUSTODY NOMINEE (UK) LIMITED","HSBC GLOBAL CUSTODY NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC GLOBAL CUSTODY PROPRIETARY NOMINEE (UK) LIMITED","HSBC GLOBAL CUSTODY PROPRIETARY NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC INSTITUTIONAL TRUST SERVICES (MAURITIUS) LIMITED","HSBC INSTITUTIONAL TRUST SERVICES (MAURITIUS) LIMITED",1.86691552373688e-05,0
"HSBC INSURANCE (ASIA) LIMITED","HSBC INSURANCE (ASIA) LIMITED",1.86691552373688e-05,0
"HSBC INSURANCE BROKERS LIMITED","HSBC INSURANCE BROKERS LIMITED",1.86691552373688e-05,0
"HSBC INVESTMENT BANK HOLDINGS LIMITED","HSBC INVESTMENT BANK HOLDINGS LIMITED",0.000375758436586728,71
"HSBC ISSUER SERVICES COMMON DEPOSITARY NOMINEE (UK) LIMITED","HSBC ISSUER SERVICES COMMON DEPOSITARY NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC LEGACY PARTNERSHIP LIMITED","HSBC LEGACY PARTNERSHIP LIMITED",1.86691552373688e-05,0
"HSBC LIFE (UK) LIMITED","HSBC LIFE (UK) LIMITED",1.86691552373688e-05,0
"HSBC MARKING NAME NOMINEE (UK) LIMITED","HSBC MARKING NAME NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC OVERSEAS NOMINEE (UK) LIMITED","HSBC OVERSEAS NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"HSBC PENSION TRUST (IRELAND) DESIGNATED ACTIVITY COMPANY","HSBC PENSION TRUST (IRELAND) DESIGNATED ACTIVITY COMPANY",1.86691552373688e-05,0
"HSBC PREFERENTIAL LP (UK)","HSBC PREFERENTIAL LP (UK)",1.86691552373688e-05,0
"HSBC PRIVATE BANK (GUERNSEY) LIMITED","HSBC PRIVATE BANK (GUERNSEY) LIMITED",1.86691552373688e-05,0
"HSBC PRIVATE BANK (SUISSE) SA","HSBC PRIVATE BANK (SUISSE) SA",1.86691552373688e-05,0
"HSBC SECURITIES (SOUTH AFRICA) (PTY) LIMITED","HSBC SECURITIES (SOUTH AFRICA) (PTY) LIMITED",1.86691552373688e-05,0
"HSBC SECURITIES (USA) INC","HSBC SECURITIES (USA) INC",1.86691552373688e-05,0
"HSBC SECURITIES SERVICES (LUXEMBOURG) SA","HSBC SECURITIES SERVICES (LUXEMBOURG) SA",1.86691552373688e-05,0
"HSBC SFT (C.I.) LIMITED","HSBC SFT (C.I.) LIMITED",1.86691552373688e-05,0
"HSBC TEHNOLOGY AND SERVICES (USA) INC","HSBC TEHNOLOGY AND SERVICES (USA) INC",1.86691552373688e-05,0
"HSBC USA N.A.","HSBC USA N.A.",1.86691552373688e-05,0
"JAMES CAPEL (NOMINEES) LIMITED","JAMES CAPEL (NOMINEES) LIMITED",1.86691552373688e-05,0
"JAMES CAPEL (TAIWAN) NOMINEES LIMITED","JAMES CAPEL (TAIWAN) NOMINEES LIMITED",1.86691552373688e-05,0
"MIDCORP LIMITED","MIDCORP LIMITED",1.86691552373688e-05,0
"MILLER HOMES LIMITED","MILLER HOMES LIMITED",1.86691552373688e-05,0
"PRUDENTIAL CLIENT HSBC GIS NOMINEE (UK) LIMITED","PRUDENTIAL CLIENT HSBC GIS NOMINEE (UK) LIMITED",1.86691552373688e-05,0
"RLUKREF NOMINEES (UK) ONE LIMITED","RLUKREF NOMINEES (UK) ONE LIMITED",1.86691552373688e-05,0
"RLUKREF NOMINEES (UK) TWO LIMITED","RLUKREF NOMINEES (UK) TWO LIMITED",1.86691552373688e-05,0
"THE HONG KONG AND SHANGHAI BANKING CORPORATION","THE HONG KONG AND SHANGHAI BANKING CORPORATION",1.86691552373688e-05,0
"HSBC CONTINENTAL EUROPE","HSBC CONTINENTAL EUROPE",0.000376893101887105,923.5
"HSBC LA BUENOS AIRES SEGUROS S.A.","HSBC LA BUENOS AIRES SEGUROS S.A.",1.86691552373688e-05,0
"HSBC BANK EGYPT S A E","HSBC BANK EGYPT S A E",1.86691552373688e-05,0
"HSBC TRINKAUS & BURKHARDT KGA","HSBC TRINKAUS & BURKHARDT KGA",1.86691552373688e-05,0
"HSBC BANK MALTA PLC","HSBC BANK MALTA PLC",0.000103312540446106,18
"LONDON PRECIOUS METALS CLEARING LIMITED","LONDON PRECIOUS METALS CLEARING LIMITED",1.86691552373688e-05,0
"ARENA CENTRAL MANAGEMENT LIMITED","ARENA CENTRAL MANAGEMENT LIMITED",1.86691552373688e-05,0
"SALALAH PORT SERVICES COMPANY SAOG","SALALAH PORT SERVICES COMPANY SAOG",1.86691552373688e-05,0
"CITY OF LONDON HELIPORT LIMITED","CITY OF LONDON HELIPORT LIMITED",1.86691552373688e-05,0
"EASTFIELD PLACE MANAGEMENT LIMITED","EASTFIELD PLACE MANAGEMENT LIMITED",1.86691552373688e-05,0
"JOHN LEWIS OF HUNGERFORD LIMITED","JOHN LEWIS OF HUNGERFORD LIMITED",1.86691552373688e-05,0
"TULLOW OIL PLC","TULLOW OIL PLC",1.86691552373688e-05,0
"HENDERSON LAND DEVELOPMENT COMPANY LIMITED","HENDERSON LAND DEVELOPMENT COMPANY LIMITED",1.86691552373688e-05,0
"80 MILE PLC","80 MILE PLC",1.86691552373688e-05,0
"ANGUS ENERGY PLC","ANGUS ENERGY PLC",1.86691552373688e-05,0
"ASCENT RESOURCES PLC","ASCENT RESOURCES PLC",1.86691552373688e-05,0
"BIVICTRIX THERAPEUTICS LIMITED","BIVICTRIX THERAPEUTICS LIMITED",1.86691552373688e-05,0
"BLUECREST BLUETREND LIMITED","BLUECREST BLUETREND LIMITED",1.86691552373688e-05,0
"CAG GROUP AB (PUBL)","CAG GROUP AB (PUBL)",1.86691552373688e-05,0
"FIINU PLC","FIINU PLC",1.86691552373688e-05,0
"IGAS ENERGY PLC","IGAS ENERGY PLC",1.86691552373688e-05,0
"THE REVEL COLLECTIVE PLC","THE REVEL COLLECTIVE PLC",1.86691552373688e-05,0
"WESTMINSTER GROUP PLC","WESTMINSTER GROUP PLC",1.86691552373688e-05,0
"CELLNEX TELECOM S.A.","CELLNEX TELECOM S.A.",1.86691552373688e-05,0
"DOSHISHA CO.,LTD.","DOSHISHA CO.,LTD.",1.86691552373688e-05,0
"HEXAGON AB","HEXAGON AB",1.86691552373688e-05,0
"CARDIFF GATE MANAGEMENT LIMITED","CARDIFF GATE MANAGEMENT LIMITED",1.86691552373688e-05,0
"LIBERTY PARK MANAGEMENT LIMITED","LIBERTY PARK MANAGEMENT LIMITED",1.86691552373688e-05,0
"HANG SENG BANK LTD.","HANG SENG BANK LTD.",1.86691552373688e-05,0
"CATHAY PACIFIC AIRWAYS LIMITED","CATHAY PACIFIC AIRWAYS LIMITED",1.86691552373688e-05,0
"ACCOR","ACCOR",1.86691552373688e-05,0
"ABN AMRO BANK NV","ABN AMRO BANK NV",0.00188232888166695,0
"AAP FRANCE","AAP FRANCE",1.86691552373688e-05,0
"ABN AMRO ACCELERATOR B.V.","ABN AMRO ACCELERATOR B.V.",1.86691552373688e-05,0
"ABN AMRO ACQUISITION FINANCE HOLDING B.V.","ABN AMRO ACQUISITION FINANCE HOLDING B.V.",1.86691552373688e-05,0
"ABN AMRO ARBO SERVICES B.V.","ABN AMRO ARBO SERVICES B.V.",1.86691552373688e-05,0
"ABN AMRO ASSET BASED FINANCE N.V.","ABN AMRO ASSET BASED FINANCE N.V.",1.86691552373688e-05,0
"ABN AMRO CAPTIVE NV","ABN AMRO CAPTIVE NV",1.86691552373688e-05,0
"ABN AMRO CLEARING CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA.","ABN AMRO CLEARING CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA.",1.86691552373688e-05,0
"ABN AMRO EFFECTEN COMPAGNIE B.V.","ABN AMRO EFFECTEN COMPAGNIE B.V.",1.86691552373688e-05,0
"ABN AMRO HOLDINGS USA LLC","ABN AMRO HOLDINGS USA LLC",1.86691552373688e-05,0
"ABN AMRO HYPOTHEKEN GROEP BV","ABN AMRO HYPOTHEKEN GROEP BV",6.62810594172833e-05,3
"ABN AMRO INTERNATIONAL SERVICES B.V.","ABN AMRO INTERNATIONAL SERVICES B.V.",1.86691552373688e-05,0
"ABN AMRO INVESTMENT HOLDING B.V.","ABN AMRO INVESTMENT HOLDING B.V.",1.86691552373688e-05,0
"ABN AMRO JONGE BEDRIJVEN FONDS B.V.","ABN AMRO JONGE BEDRIJVEN FONDS B.V.",1.86691552373688e-05,0
"ABN AMRO MAHLER ASSETS B.V.","ABN AMRO MAHLER ASSETS B.V.",1.86691552373688e-05,0
"ABN AMRO MEESPIERSON PRIVATE & TRUST HOLDING B.V.","ABN AMRO MEESPIERSON PRIVATE & TRUST HOLDING B.V.",1.86691552373688e-05,0
"ABN AMRO PARTICIPATIES FUND I B.V.","ABN AMRO PARTICIPATIES FUND I B.V.",1.86691552373688e-05,0
"ABN AMRO PARTICIPATIES MANAGEMENT B.V.","ABN AMRO PARTICIPATIES MANAGEMENT B.V.",1.86691552373688e-05,0
"ABN AMRO PARTICIPATIES NPE FUND B.V.","ABN AMRO PARTICIPATIES NPE FUND B.V.",1.86691552373688e-05,0
"ABN AMRO PROJECTONTWIKKELING B.V.","ABN AMRO PROJECTONTWIKKELING B.V.",1.86691552373688e-05,0
"ABN AMRO SECURITIES (USA) LLC","ABN AMRO SECURITIES (USA) LLC",1.86691552373688e-05,0
"ABN AMRO SHOKEN KABUSHIKI KAISHA","ABN AMRO SHOKEN KABUSHIKI KAISHA",1.86691552373688e-05,0
"ABN AMRO SOCIAL IMPACT INVESTMENTS B.V.","ABN AMRO SOCIAL IMPACT INVESTMENTS B.V.",1.86691552373688e-05,0
"ABN AMRO VENTURES MANAGEMENT B.V.","ABN AMRO VENTURES MANAGEMENT B.V.",1.86691552373688e-05,0
"ALFAM HOLDING N.V.","ALFAM HOLDING N.V.",1.86691552373688e-05,0
"AMSTERDAMSCHE HOLDING COMPANY B.V.","AMSTERDAMSCHE HOLDING COMPANY B.V.",1.86691552373688e-05,0
"AURASIO GMBH","AURASIO GMBH",1.86691552373688e-05,0
"B.V. FINANCIERINGSMAATSCHAPPIJ N.O.B.","B.V. FINANCIERINGSMAATSCHAPPIJ N.O.B.",1.86691552373688e-05,0
"BUX B.V.","BUX B.V.",1.86691552373688e-05,0
"CENTRAAL BEHEER PPI N.V.","CENTRAAL BEHEER PPI N.V.",1.86691552373688e-05,0
"DBM FONDS II GMBH","DBM FONDS II GMBH",1.86691552373688e-05,0
"FRANX B.V.","FRANX B.V.",1.86691552373688e-05,0
"HAUCK AUFHÄUSER LAMPE PRIVATBANK AG,","HAUCK AUFHÄUSER LAMPE PRIVATBANK AG,",1.86691552373688e-05,0
"HYPOTRUST 21 B.V.","HYPOTRUST 21 B.V.",1.86691552373688e-05,0
"INTERNATIONAL CARD SERVICES BV","INTERNATIONAL CARD SERVICES BV",1.86691552373688e-05,0
"MEESPIERSON (CURACAO) NV","MEESPIERSON (CURACAO) NV",1.86691552373688e-05,0
"NEUFLIZE OBC CINEMA GESTION S.À.R.L","NEUFLIZE OBC CINEMA GESTION S.À.R.L",1.86691552373688e-05,0
"NEW10 B.V.","NEW10 B.V.",1.86691552373688e-05,0
"P.H.P. INVESTERINGSMAATSCHAPPIJ II B.V.","P.H.P. INVESTERINGSMAATSCHAPPIJ II B.V.",1.86691552373688e-05,0
"SUMSARE N.V","SUMSARE N.V",1.86691552373688e-05,0
"ABN AMRO INVESTMENT SOLUTIONS","ABN AMRO INVESTMENT SOLUTIONS",1.86691552373688e-05,0
"MOTIVE EARLY STAGE (AAV) GMBH & CO. KG","MOTIVE EARLY STAGE (AAV) GMBH & CO. KG",1.86691552373688e-05,0
"BETHMANN LIEGENSCHAFTS KG","BETHMANN LIEGENSCHAFTS KG",1.86691552373688e-05,0
"ABN AMRO BANK NV CANADA","ABN AMRO BANK NV CANADA",1.86691552373688e-05,0
"OCONNOR & CO LLC","OCONNOR & CO LLC",1.86691552373688e-05,0
"ABN AMRO - ODDO BHF B.V.","ABN AMRO - ODDO BHF B.V.",1.86691552373688e-05,0
"ALINE HOLDING SA","ALINE HOLDING SA",1.86691552373688e-05,0
"NATIONALE-NEDERLANDEN ABN AMRO VERZEKERINGEN HOLDING B.V.","NATIONALE-NEDERLANDEN ABN AMRO VERZEKERINGEN HOLDING B.V.",1.86691552373688e-05,0
"ALMA MARITIME LTD","ALMA MARITIME LTD",1.86691552373688e-05,0
"GELDMAAT B.V.","GELDMAAT B.V.",1.86691552373688e-05,0
"PJW 3000 LLC","PJW 3000 LLC",1.86691552373688e-05,0
"STATER N.V.","STATER N.V.",1.86691552373688e-05,0
"EDDA ACCOMODATIONS DIS","EDDA ACCOMODATIONS DIS",1.86691552373688e-05,0
"NETHERLANDS DEVELOPMENT FINANCE COMPANY","NETHERLANDS DEVELOPMENT FINANCE COMPANY",0.000513303937550926,38
"GLOBAL STONE INDIA LIMITED","GLOBAL STONE INDIA LIMITED",1.86691552373688e-05,0
"RHEINISCHE TREUHANDSTELLE FÜR DAUERGRABPFLEGE GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG","RHEINISCHE TREUHANDSTELLE FÜR DAUERGRABPFLEGE GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG",1.86691552373688e-05,0
"MINESTO AB","MINESTO AB",1.86691552373688e-05,0
"CASE CASSIOPEA GMBH","CASE CASSIOPEA GMBH",1.86691552373688e-05,0
"PLUTUS ENERGY LIMITED","PLUTUS ENERGY LIMITED",1.86691552373688e-05,0
"EBAY INC","EBAY INC",1.86691552373688e-05,0
"SLM CORPORATION","SLM CORPORATION",1.86691552373688e-05,0
"XYLEM INC.","XYLEM INC.",1.86691552373688e-05,0
"GRAND CANYON EDUCATION, INC.","GRAND CANYON EDUCATION, INC.",1.86691552373688e-05,0
"CS PRIVATE EQUITY IV BETEILIGUNGS GMBH & CO. KG","CS PRIVATE EQUITY IV BETEILIGUNGS GMBH & CO. KG",1.86691552373688e-05,0
"AUTOLIV, INC.","AUTOLIV, INC.",1.86691552373688e-05,0
"METLIFE, INC.","METLIFE, INC.",1.86691552373688e-05,0
"OWENS CORNING","OWENS CORNING",1.86691552373688e-05,0
"TRANE TECHNOLOGIES PLC","TRANE TECHNOLOGIES PLC",1.86691552373688e-05,0
"SPROUTS FARMERS MARKET, INC.","SPROUTS FARMERS MARKET, INC.",1.86691552373688e-05,0
"PALO ALTO NETWORKS, INC.","PALO ALTO NETWORKS, INC.",1.86691552373688e-05,0
"NOMAD FOODS LIMITED","NOMAD FOODS LIMITED",1.86691552373688e-05,0
"EQUINIX, INC.","EQUINIX, INC.",1.86691552373688e-05,0
"HA SUSTAINABLE INFRASTRUCTURE CAPITL INC","HA SUSTAINABLE INFRASTRUCTURE CAPITL INC",1.86691552373688e-05,0
"S&P GLOBAL INC.","S&P GLOBAL INC.",1.86691552373688e-05,0
"SIEGENER VERSORGUNGSBETRIEBE GMBH","SIEGENER VERSORGUNGSBETRIEBE GMBH",1.86691552373688e-05,0
"THE TJX COMPANIES, INC.","THE TJX COMPANIES, INC.",1.86691552373688e-05,0
"FIRST SOLAR, INC.","FIRST SOLAR, INC.",1.86691552373688e-05,0
"ADVANCED DRAINAGE SYSTEMS, INC.","ADVANCED DRAINAGE SYSTEMS, INC.",1.86691552373688e-05,0
"ROSS STORES INC","ROSS STORES INC",1.86691552373688e-05,0
"PLANET FITNESS, INC.","PLANET FITNESS, INC.",1.86691552373688e-05,0
"STRYKER CORPORATION","STRYKER CORPORATION",1.86691552373688e-05,0
"WALT DISNEY COMPANY (THE)","WALT DISNEY COMPANY (THE)",1.86691552373688e-05,0
"DARLING INGREDIENTS INC.","DARLING INGREDIENTS INC.",1.86691552373688e-05,0
"VOLGA SHIPPING COMPANY JSC","VOLGA SHIPPING COMPANY JSC",1.86691552373688e-05,0
"CORO ENERGY PLC","CORO ENERGY PLC",1.86691552373688e-05,0
"ACUITY INC","ACUITY INC",1.86691552373688e-05,0
"HOLOGIC, INC.","HOLOGIC, INC.",1.86691552373688e-05,0
"MERCK & CO., INC.","MERCK & CO., INC.",1.86691552373688e-05,0
"QUEST DIAGNOSTICS INCORPORATED","QUEST DIAGNOSTICS INCORPORATED",1.86691552373688e-05,0
"SMURFIT WESTROCK PLC","SMURFIT WESTROCK PLC",1.86691552373688e-05,0
"AMERICAN WATER WORKS COMPANY, INC.","AMERICAN WATER WORKS COMPANY, INC.",1.86691552373688e-05,0
"GEN DIGITAL INC.","GEN DIGITAL INC.",1.86691552373688e-05,0
"MOTOROLA SOLUTIONS, INC.","MOTOROLA SOLUTIONS, INC.",1.86691552373688e-05,0
"ZOETIS INC.","ZOETIS INC.",1.86691552373688e-05,0
"AKAMAI TECHNOLOGIES, INC.","AKAMAI TECHNOLOGIES, INC.",1.86691552373688e-05,0
"BANK OF AMERICA CORPORATION","BANK OF AMERICA CORPORATION",1.86691552373688e-05,0
"BLACKROCK, INC.","BLACKROCK, INC.",1.86691552373688e-05,0
"WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION","WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION",1.86691552373688e-05,0
"ABBVIE INC.","ABBVIE INC.",1.86691552373688e-05,0
"ALEXANDRIA REAL ESTATE EQUITIES INC","ALEXANDRIA REAL ESTATE EQUITIES INC",1.86691552373688e-05,0
"NETFLIX, INC.","NETFLIX, INC.",1.86691552373688e-05,0
"UBER TECHNOLOGIES, INC.","UBER TECHNOLOGIES, INC.",1.86691552373688e-05,0
"VERTEX PHARMACEUTICALS INCORPORATED","VERTEX PHARMACEUTICALS INCORPORATED",1.86691552373688e-05,0
"VISA INC","VISA INC",1.86691552373688e-05,0
"AUTODESK, INC.","AUTODESK, INC.",1.86691552373688e-05,0
"ECOLAB INC.","ECOLAB INC.",1.86691552373688e-05,0
"INTERNATIONAL PAPER COMPANY","INTERNATIONAL PAPER COMPANY",1.86691552373688e-05,0
"EDWARDS LIFESCIENCES CORPORATION","EDWARDS LIFESCIENCES CORPORATION",1.86691552373688e-05,0
"KLA CORPORATION","KLA CORPORATION",1.86691552373688e-05,0
"RESMED INC","RESMED INC",1.86691552373688e-05,0
"COSTCO WHOLESALE CORPORATION","COSTCO WHOLESALE CORPORATION",1.86691552373688e-05,0
"ELEVANCE HEALTH, INC.","ELEVANCE HEALTH, INC.",1.86691552373688e-05,0
"ELI LILLY AND COMPANY","ELI LILLY AND COMPANY",1.86691552373688e-05,0
"JPMORGAN CHASE & CO","JPMORGAN CHASE & CO",1.86691552373688e-05,0
"MICROSOFT CORPORATION","MICROSOFT CORPORATION",1.86691552373688e-05,0
"NVIDIA CORPORATION","NVIDIA CORPORATION",1.86691552373688e-05,0
"PENTAIR PLC","PENTAIR PLC",1.86691552373688e-05,0
"QUANTA SERVICES, INC.","QUANTA SERVICES, INC.",1.86691552373688e-05,0
"ROCKWELL AUTOMATION, INC.","ROCKWELL AUTOMATION, INC.",1.86691552373688e-05,0
"ADOBE INC.","ADOBE INC.",1.86691552373688e-05,0
"APPLIED MATERIALS INC","APPLIED MATERIALS INC",1.86691552373688e-05,0
"BROADCOM INC.","BROADCOM INC.",1.86691552373688e-05,0
"COLGATE-PALMOLIVE COMPANY","COLGATE-PALMOLIVE COMPANY",1.86691552373688e-05,0
"CURTISS-WRIGHT CORPORATION","CURTISS-WRIGHT CORPORATION",1.86691552373688e-05,0
"DATADOG, INC.","DATADOG, INC.",1.86691552373688e-05,0
"DEERE & COMPANY","DEERE & COMPANY",1.86691552373688e-05,0
"INTUITIVE SURGICAL, INC.","INTUITIVE SURGICAL, INC.",1.86691552373688e-05,0
"TE CONNECTIVITY PLC","TE CONNECTIVITY PLC",1.86691552373688e-05,0
"RAIFFEISEN BANK INTERNATIONAL AG","RAIFFEISEN BANK INTERNATIONAL AG",0.008195498379168,155
"ANGAGA HANDELS- UND BETEILIGUNGS GMBH","ANGAGA HANDELS- UND BETEILIGUNGS GMBH",1.86691552373688e-05,0
"BAILE HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.","BAILE HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.",1.86691552373688e-05,0
"CENTRALISED RAIFFEISEN INTERNATIONAL SERVICES & PAYMENTS SRL","CENTRALISED RAIFFEISEN INTERNATIONAL SERVICES & PAYMENTS SRL",1.86691552373688e-05,0
"ELEVATOR VENTURES BETEILIGUNGS GMBH","ELEVATOR VENTURES BETEILIGUNGS GMBH",1.86691552373688e-05,0
"EXTRA YEAR INVESTMENTS LIMITED","EXTRA YEAR INVESTMENTS LIMITED",1.86691552373688e-05,0
"FARIO HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.","FARIO HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.",1.86691552373688e-05,0
"GABARTS BETEILIGUNGS GMBH & CO KG","GABARTS BETEILIGUNGS GMBH & CO KG",1.86691552373688e-05,0
"GOLDEN RAINBOW INTERNATIONAL LIMITED","GOLDEN RAINBOW INTERNATIONAL LIMITED",1.86691552373688e-05,0
"HUMANITARIAN FUND ''BUDIMIR BOSKO KOSTIC''","HUMANITARIAN FUND ''BUDIMIR BOSKO KOSTIC''",1.86691552373688e-05,0
"JOINT STOCK COMPANY RAIFFEISENBANK","JOINT STOCK COMPANY RAIFFEISENBANK",1.86691552373688e-05,0
"KORLOG LOGISZTIKA EPITO ES KIVITELEZO KORLATOLT FELELOSSEGU TARSASAG","KORLOG LOGISZTIKA EPITO ES KIVITELEZO KORLATOLT FELELOSSEGU TARSASAG",1.86691552373688e-05,0
"R-INSURANCE SERVICES SP. Z O.O.","R-INSURANCE SERVICES SP. Z O.O.",1.86691552373688e-05,0
"R.L.H. HOLDING GMBH","R.L.H. HOLDING GMBH",1.86691552373688e-05,0
"R.P.I. HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.","R.P.I. HANDELS- UND BETEILIGUNGSGESELLSCHAFT M.B.H.",1.86691552373688e-05,0
"RAIFFEISEN ADVISORY","RAIFFEISEN ADVISORY",1.86691552373688e-05,0
"RAIFFEISEN BAUSPARKASSE GESELLSCHAFT M.B.H.","RAIFFEISEN BAUSPARKASSE GESELLSCHAFT M.B.H.",1.86691552373688e-05,0
"RAIFFEISEN BEFEKTETESI ALAPKEZELÅ‘ RT.","RAIFFEISEN BEFEKTETESI ALAPKEZELÅ‘ RT.",1.86691552373688e-05,0
"RAIFFEISEN CIB SP. Z O.O.","RAIFFEISEN CIB SP. Z O.O.",1.86691552373688e-05,0
"RAIFFEISEN DIGITAL ASSETS GMBH","RAIFFEISEN DIGITAL ASSETS GMBH",1.86691552373688e-05,0
"RAIFFEISEN DIGITAL BANK AG","RAIFFEISEN DIGITAL BANK AG",3.4539789964007e-05,2
"RAIFFEISEN FACTOR BANK AG","RAIFFEISEN FACTOR BANK AG",1.86691552373688e-05,0
"RAIFFEISEN INSURANCE AND REINSURANCE BROKER SRL","RAIFFEISEN INSURANCE AND REINSURANCE BROKER SRL",1.86691552373688e-05,0
"RAIFFEISEN INVESTMENT ADVISORY GMBH","RAIFFEISEN INVESTMENT ADVISORY GMBH",1.86691552373688e-05,0
