Id,Label,PageRank
391,"SODIGA GALICIA SCR, SA",1.86691552373688e-05
392,"PROMOTORA DE INFORMACIONES S.A.",1.86691552373688e-05
393,"AVALIS DE CATALUNYA, SOCIEDAD DE GARANTIA RECIPROCA",1.86691552373688e-05
394,"SACYR S.A.",1.86691552373688e-05
395,"EXTREMADURA AVANTE INVERSIONES S.G.E.I.C. S.A.",1.86691552373688e-05
396,"AVALIA ARAGON, SG R",1.86691552373688e-05
397,"UNION DE EMPRESARIOS MURCIANOS SOCIEDAD DE GARANTIAS RECIPROCAS",1.86691552373688e-05
398,"GRUPO ARGOS S A",1.86691552373688e-05
399,"PRODUCCIONES RAMSES AIE.",1.86691552373688e-05
400,"SEED CAPITAL DE BIZKAIA FONDO DE CAPITAL RIESGO DE REGIMEN COMUN.",1.86691552373688e-05
401,"AC CAMERFIRMA SA",1.86691552373688e-05
402,"AFB SAM HOLDINGS SL.",1.86691552373688e-05
403,"FURIA DE TITANES II AIE",1.86691552373688e-05
404,"SOCIEDAD DE GARANTIA RECIPROCA DE ASTURIAS",1.86691552373688e-05
405,"EUROPEA DE TITULIZACION, SA, SGF T",1.86691552373688e-05
406,"IBER ACTIVOS INMOBILIARIOS SL.",1.86691552373688e-05
407,"IBERAVAL, SOCIEDAD DE GARANTIA RECIPROCA",1.86691552373688e-05
408,"EUROPEAN INVESTMENT FUND",1.86691552373688e-05
409,"SODICAL INVERSION SCR SA.",1.86691552373688e-05
410,"GOLF LA TOJA, SA",1.86691552373688e-05
411,"SANTANDER BRASIL GESTAO DE RECURSOS LTDA.",1.86691552373688e-05
412,"GETNET ADQUIRENCIA SERV PARA MEIOS PAGAMENTO S A I",1.86691552373688e-05
413,"SOCIEDAD DE GARANTIA RECIPROCA DE LA COMUNITAT VALENCIANA",1.86691552373688e-05
414,"BNP PARIBAS",0.00567460977827714
415,"AELX",1.86691552373688e-05
416,"ANTIN PARTICIPATION 5",1.86691552373688e-05
417,"ARIES CAPITAL DESIGNATED ACTIVITY COMPANY",1.86691552373688e-05
418,"ATELIER SERVICES",1.86691552373688e-05
419,"BANCA NAZIONALE DEL LAVORO SPA",0.000395864062854664
420,"BNB BARIBA SAUDI INVESTMENT COMPANY SAUDI CLOSED JOINT STOCK",1.86691552373688e-05
421,"BNP PARIBAS (CHINA)",1.86691552373688e-05
422,"BNP PARIBAS (CHINA) LIMITED",1.86691552373688e-05
423,"BNP PARIBAS (SUISSE) SA",1.86691552373688e-05
424,"BNP PARIBAS ADMINISTRATIVE HOLDINGS LIMITED",1.86691552373688e-05
425,"BNP PARIBAS ANTILLES GUYANE",6.36359536295103e-05
426,"BNP PARIBAS BANK JSC",1.86691552373688e-05
427,"BNP PARIBAS BANK"" JOINT STOCK COMPANY",1.86691552373688e-05
428,"BNP PARIBAS EMISSIONS- UND HANDELSGESELLSCHAFT MBH",1.86691552373688e-05
429,"BNP PARIBAS FACTOR SA",5.35845516359728e-05
430,"BNP PARIBAS FAKTORING SP. Z O.O.",1.86691552373688e-05
431,"BNP PARIBAS FINANCE (HONG KONG) LIMITED",1.86691552373688e-05
432,"BNP PARIBAS FINANCIAL SERVICES, LLC",1.86691552373688e-05
433,"BNP PARIBAS FUND SERVICES AUSTRALASIA PTY LTD",1.86691552373688e-05
434,"BNP PARIBAS FUND SERVICES ESPANA SL",1.86691552373688e-05
435,"BNP PARIBAS INDIA SOLUTIONS PRIVATE LIMITED",1.86691552373688e-05
436,"BNP PARIBAS INVESTMENT COMPANY KSA",1.86691552373688e-05
437,"BNP PARIBAS IRB PARTICIPATIONS",1.86691552373688e-05
438,"BNP PARIBAS ISLAMIC ISSUANCE B.V.",1.86691552373688e-05
439,"BNP PARIBAS IT SOLUTIONS CANADA INC",1.86691552373688e-05
440,"BNP PARIBAS MALAYSIA BERHAD",1.86691552373688e-05
441,"BNP PARIBAS MEXICO HOLDING SA DE CV",1.86691552373688e-05
442,"BNP PARIBAS MEXICO, S.A., INSTITUCION DE BANCA MULTIPLE",1.86691552373688e-05
443,"BNP PARIBAS NOMINEES PTY LIMITED",1.86691552373688e-05
444,"BNP PARIBAS NOMINEES SINGAPORE PTE. LTD.",1.86691552373688e-05
445,"BNP PARIBAS PARTNERS FOR INNOVATION",1.86691552373688e-05
446,"BNP PARIBAS PERSONAL FINANCE SA",0.000649768466862143
447,"BNP PARIBAS PICTURES",1.86691552373688e-05
448,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL, LIMITED",1.86691552373688e-05
449,"BNP PARIBAS PROCUREMENT TECH",1.86691552373688e-05
450,"BNP PARIBAS PUBLIC SECTOR SCF",1.86691552373688e-05
451,"BNP PARIBAS RCC INCORPORATION",1.86691552373688e-05
452,"BNP PARIBAS REAL ESTATE",1.86691552373688e-05
453,"BNP PARIBAS REUNION SA",3.4539789964007e-05
454,"BNP PARIBAS SECURITIES (ASIA) LTD",1.86691552373688e-05
455,"BNP PARIBAS SECURITIES (JAPAN) LIMITED",1.86691552373688e-05
456,"BNP PARIBAS SECURITIES (TAIWAN) CO., LTD.",1.86691552373688e-05
457,"BNP PARIBAS SECURITIES CORP.",1.86691552373688e-05
458,"BNP PARIBAS SECURITIES KOREA CO.,LTD",1.86691552373688e-05
459,"BNP PARIBAS SERVICES (HONG KONG) LIMITED",1.86691552373688e-05
460,"BNP PARIBAS SERVICES MONETIQUES",1.86691552373688e-05
461,"BNP PARIBAS TRUST SERVICES SINGAPORE LIMITED",1.86691552373688e-05
462,"BNP PARIBAS USA, INC",1.86691552373688e-05
463,"BNPP ASSET MANAGEMENT PT",1.86691552373688e-05
464,"BNPP BNL EQUITY INVESTMENT SPA",1.86691552373688e-05
465,"BNPP CANADA CORPORATION",1.86691552373688e-05
466,"BNPP FINANCIAL SERVICES LLC",1.86691552373688e-05
467,"BNPP SEKURITAS INDONESIA PT",1.86691552373688e-05
468,"BNPP YATIRIMLAR HOLDING ANONIM SIRKETI",1.86691552373688e-05
469,"BPP HOLDINGS PTE LTD",1.86691552373688e-05
470,"BPSS NOMINEES SINGAPORE (PTE.) LTD.",1.86691552373688e-05
471,"CETELEM BUSINESS CONSULTING (SHANGHAI) CO., LTD.",1.86691552373688e-05
472,"COMPAGNIE POUR LE FINANCEMENT DES LOISIRS",3.4539789964007e-05
473,"COPARTIS",1.86691552373688e-05
474,"CORPORATION BNPP CANADA",1.86691552373688e-05
475,"CSACL RABBIT FINANCE",1.86691552373688e-05
476,"ESPRESSO FINANCIAL SERVICES PRIVATE LIMITED",1.86691552373688e-05
477,"EXANE FINANCE",1.86691552373688e-05
478,"FABA SECURITIES (CHINA) CO., LTD.",1.86691552373688e-05
479,"FINAERO",1.86691552373688e-05
480,"FINANCIERE DU MARCHE ST HONORE",1.86691552373688e-05
481,"FLOA",3.4539789964007e-05
482,"GCV GESELLSCHAFT FÜR CAPITAL- UND VERMÖGENSVERWALTUNG MBH",1.86691552373688e-05
483,"GIE OCEAN",1.86691552373688e-05
484,"GROUPEMENT D ETUDES ET DE PRESTATIONS",1.86691552373688e-05
485,"HANDE 1",1.86691552373688e-05
486,"HANDE 2",1.86691552373688e-05
487,"HANDE 3",1.86691552373688e-05
488,"HANDE 4",1.86691552373688e-05
489,"HANDE 5",1.86691552373688e-05
490,"ICARE",1.86691552373688e-05
491,"INKASSO KODAT GMBH & CO. KG",1.86691552373688e-05
492,"INTERNATIONAL FACTORS ITALIA S.P.A. ABBREVIABILE IN IFITALIA",1.86691552373688e-05
493,"JIVAGO HOLDING",1.86691552373688e-05
494,"KANTOX HOLDING, LTD",1.86691552373688e-05
495,"MERKUR BETEILIGUNGS- UND VERWALTUNGSGESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG",1.86691552373688e-05
496,"NATIO ENERGIE 2",1.86691552373688e-05
497,"NATIOCRÉDIBAIL SA",1.86691552373688e-05
498,"NEW ELDEN UK LTD",1.86691552373688e-05
499,"PARILEASE",1.86691552373688e-05
500,"PF SERVICES GMBH",1.86691552373688e-05
501,"PORTZAMPARC",1.86691552373688e-05
502,"PT ANDALAN MULTI GUNA",1.86691552373688e-05
503,"RCS INVESTMENT HOLDINGS (PTY) LTD",1.86691552373688e-05
504,"RIBERA DEL LOIRA ARBITRAGE SA",1.86691552373688e-05
505,"SAGIP",1.86691552373688e-05
506,"SECURASSET S.A.",1.86691552373688e-05
507,"SERVIZIO ITALIA SOCIETA' FIDUCIARIA E DI SERVIZI PER AZIONI O IN FORMA ABBREVIATA SERVIZIO ITALIA S.P.A.",1.86691552373688e-05
508,"SINGLE PLATFORM INVESTMENT REPACKAGING ENTITY SA",1.86691552373688e-05
509,"SOCIETE ORBAISIENNE DE PARTICIPATIONS",1.86691552373688e-05
510,"TAITBOUT PARTICIPATION 3 SNC",1.86691552373688e-05
511,"VENDOME RECOUVREMENT",1.86691552373688e-05
512,"BNP PARIBAS DEVELOPPEMENT",1.86691552373688e-05
513,"BNP PARIBAS HOME LOAN SFH",1.86691552373688e-05
514,"BNP PARIBAS PROPERTY",1.86691552373688e-05
515,"SOC. DE GESTION, D'INVESTISSEMENTS & DE PARTICIPATIONS",1.86691552373688e-05
516,"BNP PARIBAS PARTICIPACOES E SERVICOS LTDA",1.86691552373688e-05
517,"BNP PARIBAS FORTIS SA/NV",0.00115415372876842
518,"BANK BNP PARIBAS INDONESIA PT",1.86691552373688e-05
519,"BNP PARIBAS INTERVENTIONS IMMOBILIERES",1.86691552373688e-05
520,"SNC QUARTIER DU COLOMBIER",1.86691552373688e-05
521,"COMPAGNIE FINANCIERE OTTOMANE S.A.",1.86691552373688e-05
522,"FINANCIERE DES PAIEMENTS ELECTRONIQUES",1.86691552373688e-05
523,"BNP PARIBAS COLOMBIA CORPORACION FINANCIERA S A",1.86691552373688e-05
524,"MONASSURANCES S.A.M",1.86691552373688e-05
525,"BNP PARIBAS EL DJAZAÏR",1.86691552373688e-05
526,"BNP PARIBAS BANK POLSKA SA",0.000246048059584797
527,"BNP PARIBAS REAL ESTATE VALUATION FRANCE",1.86691552373688e-05
528,"BNP PARIBAS USA INC",1.86691552373688e-05
529,"EXPO ATLANTICO, EAII - INVESTIMENTOS IMOBILIARIOS, S.A.",1.86691552373688e-05
530,"EXPO INDICO - EIII INVESTIMENTOS IMOBILIARIOS, S.A.",1.86691552373688e-05
531,"BNP PARIBAS LEASE GROUP LEASING SOLUTIONS S.P.A.",3.4539789964007e-05
532,"BCC VITA SPA",1.86691552373688e-05
533,"BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION BNPP AM HOLDING",1.86691552373688e-05
534,"SERVICES LOGICIELS D'INTEGRATION BOURSIERE - SLIB",1.86691552373688e-05
535,"BNP PARIBAS REAL ESTATE INVESTMENT MANAGEMENT FRANCE",1.86691552373688e-05
536,"JSC ""UKRSIBBANK",1.86691552373688e-05
537,"UKRSIBBANK KRU",1.86691552373688e-05
538,"BANQUE DE WALLIS ET FUTUNA",1.86691552373688e-05
539,"BNP PARIBAS (CANADA)",1.86691552373688e-05
540,"BNP PARIBAS ENERGY TRADING CANADA CORP",1.86691552373688e-05
541,"BNPP ABC WEALTH MANAGEMENT CO LTD",1.86691552373688e-05
542,"CAFINEO",1.86691552373688e-05
543,"MARCH PORTFOLIO MAX 65, FI",1.86691552373688e-05
544,"GROUPEMENT AUXILIAIRE DE MOYENS",1.86691552373688e-05
545,"ALT-S2",1.86691552373688e-05
546,"BNP PARIBAS LEASING SOLUTIONS",1.86691552373688e-05
547,"BOULERAGNY SCI",1.86691552373688e-05
548,"ESTREEM",1.86691552373688e-05
549,"GPINVEST 10",1.86691552373688e-05
550,"LYF SAS",1.86691552373688e-05
551,"OPERA EXPRESS",1.86691552373688e-05
552,"SOCIETE FRANCAISE D ASSURANCES SUR LA VIE",1.86691552373688e-05
553,"UPTEVIA",1.86691552373688e-05
554,"BARODA BNPP AMC PRIVATE LTD (EX BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LTD)",1.86691552373688e-05
555,"HFT INVESTMENT MANAGEMENT CO., LTD.",1.86691552373688e-05
556,"SCI SCOO",1.86691552373688e-05
557,"LYF",1.86691552373688e-05
558,"SNC LES OLIVIERS D'ANTIBES",1.86691552373688e-05
559,"SERVICES EPARGNE ENTREPRISE",1.86691552373688e-05
560,"EXANE ASSET MANAGEMENT",1.86691552373688e-05
561,"GEOJIT TECHNOLOGIES PRIVATE LIMITED",1.86691552373688e-05
562,"SENIORENZENTREN REINBECK OBERURSEL MUNCHEN OBJEKTGMBH",1.86691552373688e-05
563,"2SF - SOCIETE DES SERVICES FIDUCIAIRES",1.86691552373688e-05
564,"SNC D AMENAG FORUM SEINE ISSY MOULINEAUX",1.86691552373688e-05
565,"SNC PROMOSEINE",1.86691552373688e-05
566,"BANTA? NAK?T VE KIYMETL? MAL TA?IMA VE GUVENL?K H?ZMETLER? ANON?M ??RKET?",1.86691552373688e-05
567,"VELIZY (HOLDING)",1.86691552373688e-05
568,"GEOJIT BNP PARIBAS FINANCIAL SERVICES LIMITED",1.86691552373688e-05
569,"SOFRANTEM SA",1.86691552373688e-05
570,"MOMENT GROUP AB",1.86691552373688e-05
571,"KORIAN & PARTENAIRES IMMOBILIER 1",1.86691552373688e-05
572,"ASSETMETRIX GMBH",1.86691552373688e-05
573,"EUROTITRISATION",1.86691552373688e-05
574,"B.CONNECT",1.86691552373688e-05
575,"SCI BATIPART CHADESRENT",1.86691552373688e-05
576,"SEPS",1.86691552373688e-05
577,"LUXURY REAL ESTATE INVESTMENT FUND",1.86691552373688e-05
578,"ARCANO IMASDE SL",1.86691552373688e-05
579,"TRADE INFORMATION NETWORK LIMITED",1.86691552373688e-05
580,"SENSYS GATSO GROUP AB",1.86691552373688e-05
581,"LANDSTONE CAPITAL SA.",1.86691552373688e-05
582,"SENIORALIS",1.86691552373688e-05
583,"CRÉDIT LOGEMENT S.A.",1.86691552373688e-05
584,"VOLTA FINANCE LIMITED",1.86691552373688e-05
585,"BANK OF NANJING CO., LTD.",1.86691552373688e-05
586,"BANQUE DE NANKIN",1.86691552373688e-05
587,"BGL BNP PARIBAS",1.86691552373688e-05
588,"PAYLIB SERVICES",1.86691552373688e-05
589,"SOCIETE DE GESTION DES FINANCEMENTS ET DE LA GARANTIE DE L'ACCESSION SOCIALE A LA PROPRIETE",1.86691552373688e-05
590,"BANK OF NANJING",1.86691552373688e-05
591,"ALGINOR ASA",1.86691552373688e-05
592,"SOCIETE PHOCEENNE DE PARTICIPATIONS",1.86691552373688e-05
593,"SOILTECH ASA",1.86691552373688e-05
594,"ALLFUNDS GROUP PLC",1.86691552373688e-05
595,"PANORO ENERGY ASA",1.86691552373688e-05
596,"FCCF JOINT ADVISORS",1.86691552373688e-05
597,"TEMENOS GROUP AG",1.86691552373688e-05
598,"EURO PROTECTION SURVEILLANCE",1.86691552373688e-05
599,"SEAMLESS DISTRIBUTION SYSTEMS AB",1.86691552373688e-05
600,"CRAYONANO AS",1.86691552373688e-05
601,"PHITRUST PARTENAIRES",1.86691552373688e-05
602,"FABASOFT AG",1.86691552373688e-05
603,"OUTSIGHT",1.86691552373688e-05
604,"CREDITDERIV LIMITED",1.86691552373688e-05
605,"KRISPY KREME INC",1.86691552373688e-05
606,"AESTES DENTAL SL.",1.86691552373688e-05
607,"RANTUM CAPITAL GMBH & CO. PRIVATE DEBT FUND II GESCHL. INVKG",1.86691552373688e-05
608,"KLIM GMBH",1.86691552373688e-05
609,"SACRED",1.86691552373688e-05
610,"INSTITUT POUR LE FINANCEMENT DU CINÉMA ET DES INDUSTRIES CULTURELLES SA",1.86691552373688e-05
611,"SOCIETE DE DEVELOPPEMENT ET DE VALORISATION-SODEVA",1.86691552373688e-05
612,"OTCDERIV LIMITED",1.86691552373688e-05
613,"OKEANIS ECO TANKERS CORP.",1.86691552373688e-05
614,"HQLAX S.À R.L.",1.86691552373688e-05
615,"GET FUND I GMBH & CO. KG",1.86691552373688e-05
616,"AZORRA EAGLE HOLDINGS DESIGNATED ACTIVITY COMPANY",1.86691552373688e-05
617,"AXCEL VI K/S",1.86691552373688e-05
618,"CONCEPTION REALISATION PLASTIQUE ADDUXI",1.86691552373688e-05
619,"EVOY AS",1.86691552373688e-05
620,"MDX PUBLIC COMPANY LIMITED",1.86691552373688e-05
621,"SYNNEX (THAILAND) PCL",1.86691552373688e-05
622,"COMPAGNIE FINANCIERE DE L AVRE",1.86691552373688e-05
623,"INSAVALOR",1.86691552373688e-05
624,"BREST EN VUE SEM",1.86691552373688e-05
625,"HELIATEK GMBH",1.86691552373688e-05
626,"ENSURGE MICROPOWER ASA",1.86691552373688e-05
627,"CAPITON VI BETEILIGUNGS GMBH & CO. GESCHLOSSENE INVESTMENT-KG",1.86691552373688e-05
628,"MIBGAS SA.",1.86691552373688e-05
629,"VEIDEKKE ASA",1.86691552373688e-05
630,"ONIO AS",1.86691552373688e-05
631,"SAEM DE DEVELOPPEMENT DU DUNKERQUOIS",1.86691552373688e-05
632,"UNIGRAINS",1.86691552373688e-05
633,"MARCO POLO NETWORK OPERATIONS (IRELAND) LIMITED",1.86691552373688e-05
634,"PLENUM AG",1.86691552373688e-05
635,"INTEGRATED WIND SOLUTIONS ASA",1.86691552373688e-05
636,"LAURO DODICI S.P.A. IN LIQUIDAZIONE",1.86691552373688e-05
637,"WESTPAC BANKING CORPORATION",1.86691552373688e-05
638,"DPE DEUTSCHLAND III GESCHLOSSENE SPEZIAL-INVESTMENT GMBH & CO. KG",1.86691552373688e-05
639,"ALPHAONE INTERNATIONAL S.À R.L.",1.86691552373688e-05
640,"HUMANICA PCL",1.86691552373688e-05
641,"FERNANDO PARENT LIMITED",1.86691552373688e-05
642,"SEAWEED SOLUTIONS AS",1.86691552373688e-05
643,"MTS S.P.A.",1.86691552373688e-05
644,"ODFJELL TECHNOLOGY LTD",1.86691552373688e-05
645,"HAVILA SHIPPING ASA",1.86691552373688e-05
646,"MEGA LIFESCIENCES PCL",1.86691552373688e-05
647,"ION BEAM APPLICATIONS SA",1.86691552373688e-05
648,"MEDISTIM ASA",1.86691552373688e-05
649,"HANA MICROELECTRONICS PCL",1.86691552373688e-05
650,"SOCIÉTÉ DE PROMOTION ET DE PARTICIPATION POUR LA COOPÉRATION ÉCONOMIQUE SA",1.86691552373688e-05
651,"LYON PARC AUTO - LPA - SOCIETE POUR LA REALISATION ET LA GESTION D'EQUIPEMENTS",1.86691552373688e-05
652,"BORREGAARD ASA",1.86691552373688e-05
653,"SA IMMOBILIERE D ECONOMIE MIXTE DE CONSTRUCTION ET DE GESTION DE LOGEMENT DE LA VILLE D ANGERS",1.86691552373688e-05
654,"CAISSE DE REFINANCEMENT DE L'HABITAT SA",2.02562187100326e-05
655,"TISCO FINANCIAL GROUP PCL",1.86691552373688e-05
656,"DNB BANK ASA",0.00149193112537515
657,"ZALARIS ASA",1.86691552373688e-05
658,"AVEM HOLDING",1.86691552373688e-05
659,"P/F BAKKAFROST",1.86691552373688e-05
660,"AWILCO LNG ASA",1.86691552373688e-05
661,"CH. KARNCHANG PCL",1.86691552373688e-05
662,"HYDROGENPRO ASA",1.86691552373688e-05
663,"NORAM DRILLING COMPANY AS",1.86691552373688e-05
664,"VAR ENERGI ASA",1.86691552373688e-05
665,"HOFSETH BIOCARE ASA",1.86691552373688e-05
666,"ENERGYNEST AS",1.86691552373688e-05
667,"MOBERG PHARMA AB",1.86691552373688e-05
668,"AP HOLDINGS CO.,LTD.",1.86691552373688e-05
669,"NORDIC UNMANNED ASA",1.86691552373688e-05
670,"GIE BNP PARIBAS CARDIF",1.86691552373688e-05
671,"SA DE CONSTRUCTION DE LA VILLE DE LYON",1.86691552373688e-05
672,"SIBS - SGPS, S.A.",1.86691552373688e-05
673,"CAMBI ASA",1.86691552373688e-05
674,"IMPIANTI S.R.L.",1.86691552373688e-05
675,"LCH GROUP HOLDINGS LIMITED",1.86691552373688e-05
676,"RADAR TOPCO SARL",1.86691552373688e-05
677,"LECTA LIMITED",1.86691552373688e-05
678,"ANDFJORD SALMON GROUP AS",1.86691552373688e-05
679,"BORICA",1.86691552373688e-05
680,"TURK EKONOMI BANKASI A.S.",1.86691552373688e-05
681,"LME HOLDINGS LIMITED",1.86691552373688e-05
682,"GREEN MINERALS AS",1.86691552373688e-05
683,"INSTABANK ASA",3.4539789964007e-05
684,"FENIX ENTERTAINMENT S.P.A",1.86691552373688e-05
685,"MASOVAL AS",1.86691552373688e-05
686,"KONINKLIJKE KPN NV",1.86691552373688e-05
687,"OMDA AS",1.86691552373688e-05
688,"ACTION 70",1.86691552373688e-05
689,"CBI S.C.P.A. SOCIETA' BENEFIT",1.86691552373688e-05
690,"HAV GROUP ASA",1.86691552373688e-05
691,"PLATAFORMA LTD",1.86691552373688e-05
692,"ARCTIC BIOSCIENCE AS",1.86691552373688e-05
693,"ABL GROUP ASA",1.86691552373688e-05
694,"TECO MARITIME GROUP AS",1.86691552373688e-05
695,"EKSPORTFINANS ASA",1.86691552373688e-05
696,"SPOTLIO AS",1.86691552373688e-05
697,"NORTH ENERGY ASA",1.86691552373688e-05
698,"SHARE MICROFIN LIMITED",1.86691552373688e-05
699,"CAISSE DES DEPOTS ET CONSIGNATIONS",0.0119475870613077
700,"ACEP INVEST 3",1.86691552373688e-05
701,"AIH FRANCE SA",1.86691552373688e-05
702,"AUSTERLITZ PARTICIPATIONS",1.86691552373688e-05
703,"CDC BIODIVERSITE",1.86691552373688e-05
704,"CDC HABITAT",1.86691552373688e-05
705,"CDC INVESTISSEMENT IMMOBILIER",1.86691552373688e-05
706,"CDC INVESTISSEMENT IMMOBILIER INTERNE",1.86691552373688e-05
707,"CDC PLACEMENT",1.86691552373688e-05
708,"CDC SENIORS IMMO 78 V",1.86691552373688e-05
709,"EOLIEN EN MER PARTICIPATIONS",1.86691552373688e-05
710,"FONCIERE FRANKLIN",1.86691552373688e-05
711,"GPI ADENAUER",1.86691552373688e-05
712,"GPI ASNIERES O DOMAINE",1.86691552373688e-05
713,"GPI AUSTERLITZ 1",1.86691552373688e-05
714,"GPI AUSTERLITZ 2",1.86691552373688e-05
715,"GPI DUPONT N9",1.86691552373688e-05
716,"GPI FONCIERES EUROPE",1.86691552373688e-05
717,"GPI ILLUMINE",1.86691552373688e-05
718,"GPI MB6",1.86691552373688e-05
719,"GPI PICPUS TERTIAIRE",1.86691552373688e-05
720,"GPI RUE PETIT",1.86691552373688e-05
721,"GPI SOFIA",1.86691552373688e-05
722,"GPINVEST 28",1.86691552373688e-05
723,"GPINVEST 29",1.86691552373688e-05
724,"GPINVEST 30",1.86691552373688e-05
725,"GROUPEMENT FORESTIER DE LA COMPAGNIE DES LANDES",1.86691552373688e-05
726,"KAMPMANNSGAARD HOLDING APS",1.86691552373688e-05
727,"LOGIVOLT TERRITOIRES",1.86691552373688e-05
728,"NOVETHIC MEDIA & FORMATION",1.86691552373688e-05
729,"OPPCI GPINVEST PB 10",1.86691552373688e-05
730,"PARIS DOCKS EN SEINE SAS",1.86691552373688e-05
731,"PLATEFORME AMENAGEMENT URBAIN",1.86691552373688e-05
732,"SAS ESPACE EUROPE",1.86691552373688e-05
733,"SAS MERMOZ LE FLYER",1.86691552373688e-05
734,"SASU FONAE",1.86691552373688e-05
735,"SASU LOGISTIS II",1.86691552373688e-05
736,"SCCV GPINVEST ARCUEIL",1.86691552373688e-05
737,"SCE CONSEIL EXPERTISES TERRITOIRES",1.86691552373688e-05
738,"SCI BOUCHAYER-VIALLET",1.86691552373688e-05
739,"SCI CUVIER MONTREUIL II",1.86691552373688e-05
740,"SCI INNOVATIS II",1.86691552373688e-05
741,"SCI MMV 2013",1.86691552373688e-05
742,"SCI SILOGI",1.86691552373688e-05
743,"SFIL",3.4539789964007e-05
744,"SIMPLON BELGIQUE",1.86691552373688e-05
745,"SOCIETE IMMOBILIERE POUR LA REALISATION DE ZONES D'ACTIVITES S C I R Z A C",1.86691552373688e-05
746,"SOPARDIF",1.86691552373688e-05
747,"TONUS TERRITOIRES",1.86691552373688e-05
748,"VERDIBUS TERRITOIRES",1.86691552373688e-05
749,"AUSTERLITZ INVESTISSEMENTS COMMERCIAUX",1.86691552373688e-05
750,"FORET DE LORGE GROUPEMENT FORESTIER NORD",1.86691552373688e-05
751,"GPI PARIS 16",1.86691552373688e-05
752,"GPINVEST 31",1.86691552373688e-05
753,"GPINVEST 32",1.86691552373688e-05
754,"GROUPEMENT FORESTIER DE NEZER-CHAMPLIVE",1.86691552373688e-05
755,"SCI RESIDENCE LANDY ST OUEN",1.86691552373688e-05
756,"SCI CLERMONT ZFU L'ENTREPRISE",1.86691552373688e-05
757,"CDC INFORMATIQUE",1.86691552373688e-05
758,"GROUPEMENT FOERESTIER DE LANOUEE",1.86691552373688e-05
759,"GPI REUILLY",1.86691552373688e-05
760,"PARIS BATIGNOLLES EMERGENCE",1.86691552373688e-05
761,"SCI 2C MARSEILLE",1.86691552373688e-05
762,"SCI ORLY COLOMB",1.86691552373688e-05
763,"GROUPEMENT FORESTIER D'HIRSON",1.86691552373688e-05
764,"BAUDELIQUE",1.86691552373688e-05
765,"SOCIETE CONCESSIONNAIRE DES EQUIPEMENTS DE STATIONNEMENT DU LOUVRE SCESL",1.86691552373688e-05
766,"SCI BOULOGNE ILOT V",1.86691552373688e-05
767,"SCI DES 43-45 RUE DE COURCELLES",1.86691552373688e-05
768,"SCI DU 182 RUE DE RIVOLI",1.86691552373688e-05
769,"SOCIETE CIVILE FONCIER HABITAT SOCIAL",1.86691552373688e-05
770,"BIO-GALIEN",1.86691552373688e-05
771,"GPI IVRY 1A",1.86691552373688e-05
772,"GPI IVRY 1B",1.86691552373688e-05
773,"MOVIVOLT",1.86691552373688e-05
774,"VITTEL INVEST",1.86691552373688e-05
775,"LA NEF LUMIERE",1.86691552373688e-05
776,"VILLA SAINT JOSEPH",1.86691552373688e-05
777,"RICHELIEU VIVIENNE",1.86691552373688e-05
778,"GROUPEMENT FORESTIER D' OLIVE ET D' AMASANT",1.86691552373688e-05
779,"CNR SOLAIRE 10",1.86691552373688e-05
780,"CNR SOLAIRE 9",1.86691552373688e-05
781,"OPCI GPINVEST CAUMARTIN",1.86691552373688e-05
782,"PARIS NORD EST",1.86691552373688e-05
783,"GROUPEMENT FORESTIER FRANCE EST",1.86691552373688e-05
784,"CAP'VACANCES LA GRANDE MOTTE",1.86691552373688e-05
785,"CAP'VACANCES PORT BARCARES",1.86691552373688e-05
786,"DOMAINE DES MONEDIERES",1.86691552373688e-05
787,"STOA",1.86691552373688e-05
788,"LA POSTE",1.86691552373688e-05
789,"SOC GRAND THEATRE CHAMPS ELYSEES",1.86691552373688e-05
790,"TRANSDEV GROUP",1.86691552373688e-05
791,"HELIOS GABORY",1.86691552373688e-05
792,"CDC TECH PREMIUM",1.86691552373688e-05
793,"GROUPEMENT PROPRIETES CAISSE DEPOTS CNP",1.86691552373688e-05
794,"ORANGE CONCESSIONS",1.86691552373688e-05
795,"GROUPE AQUALTER",1.86691552373688e-05
796,"CDC PME CROISSANCE",1.86691552373688e-05
797,"IMMOBILIER INSERTION DEFENSE EMPLOI",1.86691552373688e-05
798,"LES HALLES DE TOULON",1.86691552373688e-05
799,"MANUFACTURE DE SAINT-ETIENNE",1.86691552373688e-05
800,"SOCIETE D'EXPLOITATION DU PARC EOLIEN CHAMP DES VINGT",1.86691552373688e-05
801,"CDC CROISSANCE DURABLE - ALPHA",1.86691552373688e-05
802,"FORET FRANCAISE GPT FOR PLAINES VALLEES",1.86691552373688e-05
803,"LA FORET FRANCAISE GROUPEMENT FORESTIER DE SELLIERES VAUCHASSIS",1.86691552373688e-05
804,"SOC IMMOB THEATRE CHAMPS ELYSEES",1.86691552373688e-05
805,"TOITS TEMPORAIRES URBAINS",1.86691552373688e-05
806,"ALICANTE",1.86691552373688e-05
